name,score,genres,episodes,studios,duration,rank,popularity,favorites,scored_by,members
Nurse Witch Komugi-chan R,5.97,"Comedy, Fantasy",12,Tatsunoko Production,22 min per ep,10067,5906,15,4745,13908
Still,5.97,,1,Akatsuki,4 min,,13018,0,758,1397
Happy☆Twinkle,5.97,Fantasy,1,,3 min,,15935,4,213,632
Qin Shi Mingyue: Yi Zhe Ru Shi,5.97,Drama,1,Sparkly Key Animation Studio,16 min,10068,16738,1,121,529
Zannen na Ikimono Jiten,5.97,"Comedy, Slice of Life",10,NHK Enterprises,5 min per ep,10085,16101,0,160,609
Zuori Qing Kong Pilot,5.97,"Drama, Romance, Slice of Life",1,Seven Stone Entertainment,4 min,10086,12837,1,405,1475
Tales of Crestoria,5.97,Fantasy,4,Kamikaze Douga,1 min per ep,10078,11757,3,473,2086
The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,5.97,Comedy,1,Zero-G,5 min,10083,13290,1,176,1296
Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,5.97,Hentai,6,"Seven, Shion",17 min per ep,,7363,51,3170,8076
Zoids Wild Zero,5.97,"Action, Adventure, Comedy, Sci-Fi",50,OLM,22 min per ep,10086,9021,12,754,4837
Kutsuya to Kobito,5.97,Fantasy,1,,14 min,10062,19492,0,114,312
Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,5.97,Drama,1,,26 min,10043,17182,0,123,485
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,5.97,"Comedy, Fantasy",12,Studio PuYUKAI,5 min per ep,10060,6659,14,4200,10316
Dou Hun Wei Zhi Xuan Yue Qiyuan,5.97,"Adventure, Fantasy",12,Yi Chen Animation,19 min per ep,10049,14082,3,254,1045
Quiz Magic Academy: The Original Animation 2,5.97,"Action, Comedy, Fantasy",1,AIC PLUS+,29 min,10070,8516,3,2524,5674
Elmer no Bouken: My Father's Dragon,5.97,"Adventure, Fantasy",1,Aubec,1 hr 37 min,10051,15797,0,141,652
Tamagotchi Honto no Hanashi,5.97,,1,,9 min,10079,17178,1,126,484
The Adventures of Hello Kitty & Friends,5.97,Fantasy,52,,12 min per ep,10082,13785,7,347,1127
Youkaiden Nekome Kozou,5.97,"Adventure, Horror, Supernatural",25,,25 min per ep,10084,13440,0,213,1244
Futari no Oujisama,5.97,"Fantasy, Slice of Life",1,Toei Animation,26 min,10052,16682,0,139,538
Aruhi no Clamp Gakuen Tanteidan,5.97,"Comedy, Mystery",13,Pierrot,1 min per ep,10042,12778,1,428,1500
Sou Xuan Lu Zhi Chen Ling Ji,5.97,"Action, Fantasy",6,SJYNEXCUS,18 min per ep,10076,15122,1,137,778
Hero Bank,5.97,,51,TMS Entertainment,23 min per ep,10057,10477,10,923,3056
Dinosaur Biyori,5.97,Slice of Life,26,Fanworks,1 min per ep,10048,11636,16,323,2166
Catman,5.97,"Comedy, Fantasy, Slice of Life",7,,3 min per ep,10046,10306,11,1213,3195
Hitotsubu ni Kawaranu Ai wo Komete,5.97,Slice of Life,1,Studio 4°C,2 min,10058,10563,2,1491,2975
Heisei Policemen!!,5.97,Comedy,6,,5 min per ep,10056,17189,1,144,484
Extra,5.97,"Action, Avant Garde, Horror, Sci-Fi",1,Studio 4°C,3 min,,8814,6,3010,5174
Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,5.97,Sci-Fi,1,Gainax,4 min,10067,11409,1,910,2322
Riki-Oh: Toukatsu Jigoku,5.97,Action,1,Magic Bus,48 min,10071,9097,9,2173,4721
Saint Beast: Seijuu Kourin-hen,5.97,"Action, Fantasy, Supernatural",6,Tokyo Kids,25 min per ep,10073,6753,19,3117,10015
Space Oz no Bouken,5.97,"Adventure, Sci-Fi",26,E&G Films,25 min per ep,10077,16040,0,144,616
Mr. Pen Pen,5.97,Comedy,1,,47 min,10064,14951,0,284,822
Amnesia,5.97,"Fantasy, Mystery, Romance",12,Brain's Base,23 min per ep,10040,868,1041,152737,303184
Cardfight!! Vanguard: overDress,5.97,Comedy,12,"Kinema Citrus, GIFTanimation, Studio Jemi",24 min per ep,10046,5483,68,5606,16850
Bad Habits,5.97,,1,Calf Studio,3 min,,17357,0,268,468
"""Hataraku"" no 100-nenshi",5.97,Slice of Life,1,Gyorai Eizo Inc.,2 min,,15365,0,377,722
Giant Robo Gaiden Ginrei,5.97,"Comedy, Sci-Fi, Ecchi",3,Phoenix Entertainment,25 min per ep,10053,8637,1,1794,5463
Bakuen Campus Guardress,5.97,"Action, Comedy, Supernatural",4,Production I.G,30 min per ep,10041,9360,10,1473,4323
Juusou Kikou Dancougar Nova,5.97,"Action, Sci-Fi",12,Ashi Productions,25 min per ep,10060,7998,10,2416,6561
Teekyuu 8 Specials,5.97,"Comedy, Sports",2,Millepensee,2 min per ep,10081,9665,0,1663,3932
Haou Taikei Ryuu Knight: Adeu Legend Final,5.97,"Action, Adventure, Comedy, Fantasy",1,Sunrise,30 min,10055,13410,0,496,1251
Sengoku Majin Goushougun (Movie),5.97,Sci-Fi,1,Ashi Productions,1 hr 5 min,10075,13460,1,483,1238
Najica Dengeki Sakusen,5.97,"Action, Comedy, Sci-Fi, Ecchi",12,Studio Fantasia,23 min per ep,10066,5585,16,6685,16057
Mouse,5.97,"Action, Comedy, Ecchi",12,Studio Deen,13 min per ep,10063,4862,39,9728,22842
LB Commerce: Omoi yo Todoke!,5.97,,1,LB Commerce,19 sec,,19093,0,142,337
Sore Ike! Anpanman: Tobe! Tobe! Chibigon,5.97,"Comedy, Fantasy",1,TMS Entertainment,40 min,10075,16878,0,131,515
I: Wish You Were Here,5.97,"Action, Drama, Mystery, Sci-Fi",4,Gonzo,27 min per ep,10059,6477,14,4094,11021
Azur Lane Avengers!,5.96,"Action, Comedy",1,,1 min,10103,18352,0,129,393
"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story Mini Anime",5.96,"Comedy, Fantasy",12,AQUA ARIS,3 min per ep,10091,14597,4,241,911
Hiten,5.96,Avant Garde,1,,3 min,,16084,11,326,612
Nyochio ga Yattekuru☆Yaa☆Yaa☆Yaa☆,5.96,,1,,2 min,,20127,1,149,277
Hibana Chiru,5.96,,1,THINKR,4 min,,18281,3,160,399
Pokemon Anime Chou Hyakka: Pokemon Kingin Zukan Super Select,5.96,"Adventure, Comedy",1,,20 min,10145,16132,0,183,604
It's Been A Long Time,5.96,,1,Studio 4°C,1 min,,20706,0,117,244
Protector,5.96,Action,1,Enishiya,45 sec,10147,16285,0,252,584
Chanbara Johnny,5.96,,1,,3 min,,21157,0,122,218
Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,5.96,Hentai,1,Teatro Nishi Tokyo Studio,28 min,,10575,12,1149,2964
Petit! Tokyo Mew Mew New ♡,5.96,Comedy,43,AQUA ARIS,1 min per ep,10141,13899,1,264,1096
Shinya Haikai,5.96,,1,,2 min,,21377,0,106,206
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune Picture Drama,5.96,Sci-Fi,3,Xebec,1 min per ep,10094,15584,1,129,688
Saimin Jutsu Zero Special,5.96,Hentai,1,Studio Eromatick,4 min,,10457,0,1059,3073
MonHun Nikki Girigiri Airou Mura G,5.96,"Action, Comedy",13,DLE,3 min per ep,10135,14981,0,231,817
Seme♥Chichi,5.96,Hentai,2,Y.O.U.C,27 min per ep,,9694,4,1209,3894
Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenban,5.96,"Fantasy, Horror, Supernatural, Hentai",1,Anime Antenna Iinkai,10 min,,8931,26,1602,4996
Mei King,5.96,"Adventure, Comedy, Fantasy, Hentai",4,Phoenix Entertainment,31 min per ep,,11121,1,774,2516
Circlet Princess,5.96,"Sci-Fi, Sports",12,SILVER LINK.,24 min per ep,10110,5306,26,5224,18473
Ryoujoku no Rensa,5.96,Hentai,2,Y.O.U.C,29 min per ep,,9192,11,1606,4579
Bernard-jou Iwaku.,5.96,Comedy,12,Creators in Pack,3 min per ep,10104,4810,27,10318,23411
Hello Kitty no Oyayubi-hime,5.96,"Adventure, Fantasy",1,,45 min,10121,15739,0,171,661
Corpse Party: Missing Footage,5.96,Horror,1,asread.,11 min,10114,1680,185,77492,146039
The Five Killers,5.96,Action,1,Gonzo,1 min,10092,13760,2,439,1135
Noraneko,5.96,Comedy,1,,35 sec,10138,5882,15,4255,14026
Cogimyun,5.96,Fantasy,24,,40 sec per ep,10112,16696,0,176,535
Robotic Girl,5.96,,1,,4 min,,16562,0,256,551
Turning Mecard W: Vandyne-ui Bimil,5.96,Adventure,6,,21 min per ep,10093,17541,0,120,452
Poputepipikku Specials,5.96,Comedy,3,Kamikaze Douga,1 min per ep,10145,10883,0,799,2710
Dry Dry Try,5.96,"Adventure, Sci-Fi",1,,5 min,,15927,0,331,633
Larva Island,5.96,Comedy,13,,7 min per ep,10130,14934,0,403,824
Sora ni Rakugaki,5.96,Fantasy,1,,4 min,,17563,0,146,451
Parade Parade,5.96,Hentai,2,AIC,30 min per ep,,9814,12,1437,3758
Shui Naodai,5.96,"Avant Garde, Fantasy, Sci-Fi",1,,14 min,10088,12855,0,605,1467
Saint Seiya: Gold Saints Data File,5.96,"Action, Fantasy",3,Toei Animation,5 min per ep,10150,12219,3,496,1798
Sect,5.96,,1,,4 min,,19760,0,154,296
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,5.96,"Action, Fantasy",1,,2 min,10094,14201,0,287,1016
Kinnikuman no Koutsuu Anzen,5.96,Action,1,Toei Animation,14 min,10129,17434,0,114,460
Cinderella Girls Gekijou: 5-shuunen Kinen Short Anime,5.96,Comedy,1,Gathering,3 min,10109,11600,0,644,2190
Donten,5.96,,1,,3 min,,18715,0,184,363
Nissin Chikin Ramen CMs,5.96,"Comedy, Gourmet, Supernatural",12,"Geek Toys, Saigo no Shudan, HOTZIPANG",30 sec per ep,,12174,3,716,1837
Teeter,5.96,,2,,3 min per ep,,17445,0,205,461
Urban Caravan,5.96,,1,,5 min,,18308,1,219,396
Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,5.96,Comedy,1,,10 min,10111,9324,2,1303,4373
Phantasy Star Online 2: Episode Oracle - Xiao's Report,5.96,"Action, Sci-Fi",1,Gonzo,23 min,10142,11122,1,581,2517
Kaze wa Fuiteru ka?,5.96,,1,Maxilla,2 min,,15399,0,341,717
Hoshi no Kirby: Taose!! Koukaku Majuu Ebizou,5.96,"Action, Adventure, Comedy, Fantasy",1,,8 min,10123,11596,6,996,2192
Crazy for It,5.96,Avant Garde,1,,3 min,10114,10910,9,1543,2688
Saru Getchu: On Air 2nd,5.96,"Adventure, Comedy, Fantasy, Romance",51,Xebec,10 min per ep,10087,15133,3,181,776
Nippon-ichi no Otoko no Tamashii,5.96,"Comedy, Romance",16,Studio Deen,7 min per ep,10138,12243,4,244,1786
Gon,5.96,"Action, Adventure",50,Daewon Media,23 min per ep,10118,11291,8,940,2397
Cyborg 009: Kaijuu Sensou,5.96,"Action, Adventure, Sci-Fi",1,Toei Animation,1 hr,10116,10752,1,1192,2816
Nekketsu Jinmen Inu: Life Is Movie,5.96,"Comedy, Mystery",3,,16 min per ep,10136,14186,4,182,1019
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,5.96,Romance,1,Eiken,1 hr 10 min,10107,13785,0,465,1130
Anime Art Video Collection: Douwa,5.96,Fantasy,6,"Studio 4°C, Nippon Animation",13 min per ep,10100,12715,0,650,1533
Pochacco no Ninjin Hata wa Oosawagi,5.96,Fantasy,1,,20 min,10144,17839,2,114,430
Kerokero Keroppi no Kero Kero House no Himitsu,5.96,Fantasy,1,,30 min,10128,17141,2,130,486
Chinzei Hachirou Tametomo,5.96,"Action, Adventure, Comedy",1,Production I.G,4 min,10108,15128,0,209,778
Iii Icecrin,5.96,,12,"Shin-Ei Animation, Toho Interactive Animation",2 min per ep,10125,16390,2,135,570
Restol: Teugsu Gujo Dae,5.96,"Action, Adventure",26,Seoul Movie,25 min per ep,10149,13979,1,231,1075
Hello Kitty: Ringo no Mori no Mystery,5.96,"Comedy, Mystery",13,Asahi Production,9 min per ep,10123,14318,4,232,982
Bikkuriman 2000,5.96,"Adventure, Fantasy",68,,24 min per ep,10104,14345,0,399,971
Don't Cry (Movie),5.96,"Action, Sci-Fi, Suspense",1,,12 min,10117,17847,0,118,429
100-man-nen Chikyuu no Tabi: Bander Book,5.96,Sci-Fi,1,Tezuka Productions,1 hr 32 min,10096,11286,3,1187,2402
Minna Atsumare! Falcom Gakuen,5.96,Comedy,13,,2 min per ep,10135,8230,6,2344,6103
Chocomatsu-san: Valentine's Day-hen,5.96,Comedy,3,Pierrot,4 min per ep,10108,12484,4,338,1652
Inou no AICis: ESP & High School Detective,5.96,"Mystery, Supernatural",15,,11 min per ep,10126,11665,10,191,2149
Isuca,5.96,"Action, Comedy, Romance, Supernatural, Ecchi",10,Arms,23 min per ep,10127,1621,101,69414,153129
Kaiketsu Tamagon,5.96,"Adventure, Comedy",195,Tatsunoko Production,5 min per ep,10128,16503,0,142,556
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,5.96,"Fantasy, Ecchi",4,Shaft,2 min per ep,,8523,8,1856,5667
Ookami Shounen Ken,5.96,Adventure,86,Toei Animation,24 min per ep,10140,13523,1,497,1219
Lily C.A.T.,5.96,"Horror, Sci-Fi",1,Pierrot,1 hr 7 min,10132,6276,12,4738,11886
Hatara Kids Mai Ham Gumi,5.96,Action,50,Toei Animation,25 min per ep,10121,15642,1,134,676
Agigongryong Doolie (2009),5.96,Adventure,26,,20 min per ep,10098,16823,1,138,519
Bobby ni Kubittake,5.96,"Drama, Romance, Slice of Life",1,Madhouse,44 min,10106,8967,12,2004,4940
Sore Ike! Anpanman: Kirakira Boshi no Namida,5.96,"Adventure, Comedy",1,,1 hr 14 min,10089,15158,1,213,771
Gunma-chan,5.96,Slice of Life,13,Ascension,24 min per ep,10119,14324,2,178,979
"Akai Shouzou: Char, Soshite Frontal e",5.96,"Action, Drama, Sci-Fi",1,Sunrise,1 hr 45 min,10100,11474,2,523,2268
0-sen Hayato,5.96,,38,,15 min per ep,10096,13697,2,241,1158
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,5.96,Adventure,1,,43 min,10098,14349,3,282,973
Berg,5.96,,1,,3 min,,20576,0,140,251
DNA Sights 999.9,5.96,"Action, Adventure, Drama, Sci-Fi",1,Madhouse,48 min,10116,9739,1,1074,3846
Pupa (Movie),5.96,"Avant Garde, Slice of Life",1,,3 min,10148,13713,1,519,1153
Maou Dante,5.96,"Action, Horror, Supernatural",13,Magic Bus,24 min per ep,10134,6279,13,4252,11872
Manga Nippon Mukashibanashi (Movie),5.96,,1,,24 min,10133,16449,0,141,564
Sanbunteki Life,5.96,,1,,3 min,,20676,0,129,245
Attraction,5.96,Mystery,1,Studio 4°C,10 min,10101,11323,1,1068,2372
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,5.96,"Action, Adventure, Fantasy",12,Studio A-CAT,23 min per ep,10140,1618,472,59666,153260
"""1-punkan dake Furete mo Ii yo..."" Share House no Himitsu Rule.",5.95,Hentai,8,Studio LEO,6 min per ep,,13793,2,175,1127
Oni Chichi Harem,5.95,Hentai,,Blue bread,Unknown,,13215,3,222,1326
Happy! Happier! Happiest!,5.95,,1,,2 min,,18780,0,194,358
"Fire Emblem Heroes: Fjorm ga Utau - ""Koori no Hana""",5.95,Fantasy,1,,2 min,,18102,3,192,411
Grief Work.,5.95,Avant Garde,1,,2 min,10204,21216,0,106,214
Tamaya CM: Sono Saki e-hen,5.95,,1,,25 sec,,18333,0,171,394
Killing Me/Killing You PVs,5.95,"Adventure, Fantasy",2,,1 min per ep,,19950,0,112,285
Hikari no Machi,5.95,,1,,3 min,,16496,0,304,559
Bloomy*Cafe,5.95,,25,,5 min per ep,10190,16760,0,118,527
Ginga Dento,5.95,Sci-Fi,1,,3 min,,20220,0,137,271
Helpless Void,5.95,"Avant Garde, Suspense",1,,3 min,10210,20614,0,120,249
Kidou Senshi Gundam 00 CB Chara,5.95,Comedy,2,Sunrise,3 min per ep,10154,15667,0,211,673
Chikansha Thomas,5.95,Hentai,1,Dream Entertainment,26 min,,9343,9,1729,4352
Pia Carrot e Youkoso!!,5.95,"Comedy, Hentai",3,Triple X,27 min per ep,,9430,3,1660,4228
Sin: Nanatsu no Taizai Zange-roku,5.95,"Fantasy, Ecchi",12,"Artland, TNK",1 min per ep,10172,5553,26,4500,16294
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,5.95,Comedy,12,Seven,3 min per ep,10194,5997,6,6714,13388
Osomatsu-san Short Film Series 2nd Season,5.95,Comedy,4,,5 min per ep,10166,11270,4,376,2418
Mado (Music),5.95,,1,Shirogumi,4 min,,19810,0,121,293
Youkai Ningen Bem: Part II,5.95,Horror,2,Topcraft,24 min per ep,10182,16383,0,133,571
Lei Su Deng Shandian Chong Xian 2,5.95,,40,Alpha Animation,24 min per ep,10156,16547,1,264,551
Guan Hai Ce,5.95,"Action, Fantasy",16,Tong Ming Xuan,20 min per ep,10205,15018,3,182,807
Shintaisou: Shin,5.95,Hentai,2,AT-2,29 min per ep,,8625,14,2150,5485
Queen's Blade: Rurou no Senshi Specials,5.95,"Action, Adventure, Fantasy, Ecchi",6,Arms,2 min per ep,10170,5564,10,6800,16226
Hatsukoi Monster: Mou Chotto dake Tsuzukunja,5.95,"Comedy, Romance",1,Studio Deen,23 min,10206,7367,10,1468,8059
Gakuen Handsome: Legend of Sexy,5.95,Comedy,2,Team YokkyuFuman,4 min per ep,,12382,4,787,1700
Twin Angel Break,5.95,Fantasy,12,J.C.Staff,23 min per ep,10177,5819,16,4085,14457
Nanocore,5.95,Sci-Fi,10,,24 min per ep,10160,13773,1,250,1132
Tales of the Rays: Everlasting Destiny,5.95,Fantasy,1,Bandai Namco Pictures,15 min,10175,13144,1,273,1349
Hitojichi Koukan feat. Hatsune Miku,5.95,,1,OTOIRO,3 min,,16387,0,315,570
Heart Chrome feat. Anon & Kanon,5.95,,1,,4 min,,18959,0,178,345
Shounen Sunday CM: Imawa no Kuni no Alice,5.95,Action,1,Production I.G,30 sec,,8884,5,1660,5063
Hanabi,5.95,"Drama, Romance, Slice of Life",1,,6 min,,10968,3,1342,2637
Hikari no Akuma,5.95,,1,,1 min,,15272,0,328,743
"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",5.95,"Mystery, Supernatural",1,Doga Kobo,16 min,10182,14673,0,163,893
Obake no... Holly,5.95,"Comedy, Fantasy",200,Studio Junio,10 min per ep,10163,14527,1,348,926
Nippon-ichi no Otoko no Tamashii 2,5.95,"Comedy, Romance",16,Studio Deen,6 min per ep,10161,14344,0,180,973
Seikon no Qwaser Picture Drama,5.95,Ecchi,16,Hoods Entertainment,2 min per ep,10170,5356,10,6052,17913
Hallelujah: Unmei no Sentaku,5.95,"Action, Fantasy",1,Yokohama Animation Laboratory,54 min,10206,13168,1,141,1340
Hana wa Saku: Touhoku ni Saku,5.95,Fantasy,1,,5 min,10207,13370,1,627,1263
Yami Yami (September 2012),5.95,Supernatural,1,,4 min,,20706,0,115,244
Araiguma Rascal Specials,5.95,"Drama, Slice of Life",2,Nippon Animation,45 min per ep,10185,16312,0,128,579
Elite Jack!!,5.95,,6,,13 min per ep,10196,13887,2,477,1099
Future Card Buddyfight Recap,5.95,,1,"Xebec, OLM",24 min,10198,14499,0,283,934
Fumoon,5.95,Sci-Fi,1,Tezuka Productions,1 hr 31 min,10199,12019,3,1021,1928
Patalliro Saiyuuki! Special,5.95,"Adventure, Boys Love, Comedy, Fantasy",1,Magic Bus,9 min,10168,14068,0,185,1055
Kerokero Keroppi no Aladdin to Mahou no Lamp,5.95,Fantasy,1,,15 min,10152,16807,1,148,520
Hello Kitty no Match Uri Shoujo,5.95,Fantasy,1,,10 min,10209,15406,1,225,716
Nandaka Velonica,5.95,"Comedy, Fantasy",10,Cyclone Graphics,10 min per ep,10160,12797,0,583,1494
Atagoal wa Neko no Mori,5.95,,1,,1 hr 20 min,10186,14531,3,222,923
Time Bokan 2000: Kaitou Kiramekiman,5.95,"Action, Adventure, Comedy, Sci-Fi",26,Tatsunoko Production,25 min per ep,10176,13572,1,266,1201
Youkai Ningen Bem (2006),5.95,"Horror, Supernatural",26,Studio Comet,25 min per ep,10182,9339,8,1330,4360
Yagami-kun no Katei no Jijou,5.95,Comedy,3,"Production I.G, Kitty Film Mitaka Studio",28 min per ep,10179,11495,2,877,2254
Choujin Locke: Shinsekai Sentai,5.95,"Action, Sci-Fi",2,Nippon Animation,50 min per ep,10195,12361,0,644,1709
Ohayou! Spank (Movie),5.95,"Comedy, Romance, Slice of Life",1,TMS Entertainment,1 hr 39 min,10164,14703,0,170,886
Play Ball,5.95,Sports,13,Magic Bus,24 min per ep,10169,12918,1,446,1438
Connected,5.95,"Avant Garde, Sci-Fi",1,Studio 4°C,3 min,,9170,3,2762,4621
Gensou Jotan Ellcia,5.95,"Adventure, Fantasy",4,J.C.Staff,41 min per ep,10201,10260,1,1217,3241
Kyojin no Hoshi: Chizome no Kesshousen,5.95,"Drama, Sports",1,,1 hr 30 min,10156,16108,0,123,608
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,5.95,Action,1,Pierrot,23 min,10175,11356,0,763,2350
Vampiyan Kids,5.95,"Comedy, Fantasy",23,"Production I.G, Xebec, Trans Arts",23 min per ep,10179,13514,2,214,1221
Agigongryong Doolie (1988),5.95,,7,,15 min per ep,10185,16681,0,154,537
Nyuuin Bokki Monogatari: Odaijini!,5.95,"Comedy, Ecchi",2,,44 min per ep,10162,15065,1,148,795
Shin Shounan Bakusouzoku Arakure Knight,5.95,Adventure,2,,41 min per ep,10172,14256,1,167,1002
Cestvs: The Roman Fighter,5.95,"Action, Drama",11,Bandai Namco Pictures,22 min per ep,10193,5003,86,8030,21342
Lunn wa Kaze no Naka,5.95,"Drama, Romance",1,Tezuka Productions,24 min,10158,11814,1,1103,2048
Kamen Rider Fourze x Crayon Shin-chan,5.95,"Action, Comedy",4,Shin-Ei Animation,30 sec per ep,10152,12622,0,583,1577
Goulart Knights: Evoked the Beginning White,5.95,"Action, Drama, Fantasy",1,Studio Blanc.,22 min,10201,10288,4,567,3218
Black★★Rock Shooter: Dawn Fall,5.95,"Action, Drama, Fantasy",12,"Bibury Animation Studios, Bibury Animation CG",23 min per ep,10189,3554,349,9402,44381
Candy.zip,5.95,Award Winning,1,,4 min,10191,15193,0,439,761
Kimagure Robot,5.95,"Comedy, Fantasy, Sci-Fi",10,Studio 4°C,2 min per ep,10154,10936,0,1161,2660
AIKa,5.95,"Action, Adventure, Comedy, Sci-Fi, Ecchi",7,Studio Fantasia,27 min per ep,10185,3816,74,15297,38726
Ghost Messenger,5.95,"Action, Supernatural",2,Studio Animal,35 min per ep,10202,11283,0,183,2405
Duel Masters Zero,5.95,Action,24,Shogakukan Music & Digital Entertainment,10 min per ep,10195,11646,1,694,2159
Otohime Connection,5.95,"Drama, Mystery, Romance",1,"Production I.G, animate Film",49 min,10167,13380,1,275,1261
Huan You Lieren,5.95,"Adventure, Sci-Fi",12,Colored Pencil Animation,20 min per ep,10210,12491,6,234,1646
Bremen 4: Jigoku no Naka no Tenshi-tachi,5.95,Adventure,1,Tezuka Productions,1 hr 30 min,10190,12806,1,736,1487
Jiu Se Lu,5.95,Supernatural,1,,25 min,10151,12499,2,663,1643
Strange+,5.95,Comedy,12,Seven,3 min per ep,10173,4130,28,13606,32979
Esper Mami: Hoshizora no Dancing Doll,5.95,Fantasy,1,Shin-Ei Animation,41 min,10197,14967,0,260,818
Bio Hunter,5.95,"Action, Horror",1,Madhouse,58 min,10187,5531,20,6944,16463
Mahou Sensou,5.95,"Action, Fantasy",12,Madhouse,24 min per ep,10159,1001,344,118141,260074
Sword Art Online Alternative: Gun Gale Online II - Gala,5.94,Action,1,A-1 Pictures,23 min,10258,12547,2,461,1617
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu. Mini,5.94,Fantasy,12,AQUA ARIS,2 min per ep,10225,13031,2,314,1394
Night Tail,5.94,Hentai,,Majin,20 min,,11639,5,561,2166
Kunoichi Ryoujokuden Ajisai,5.94,Hentai,2,Suzuki Mirano,16 min per ep,,11005,3,726,2605
Alche Miss Katrina,5.94,,1,,3 min,,19856,0,155,291
Jantama Pong☆ Special,5.94,Comedy,1,Scooter Films,2 min,10229,13084,0,540,1372
Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime,5.94,"Comedy, Fantasy",13,ENGI,30 sec per ep,10254,14105,1,321,1044
Go to the Top,5.94,,1,,4 min,,15155,1,313,772
Momoiro Sisters: Idol Densetsu Momoko!?,5.94,Comedy,1,Studio Deen,6 min,10243,19354,0,116,320
Kimi no Suki ni Deaou.,5.94,Romance,2,"Liberty Animation Studio, Ijigen Tokyo",31 sec per ep,,18723,0,155,362
Renseijutsushi Colette no H na Sakusei Monogatari,5.94,Hentai,4,Majin,16 min per ep,,9848,9,1201,3720
Jashin-chan Mame Anime,5.94,Comedy,30,Nomad,1 min per ep,10231,13852,4,301,1108
Bukkanseii Catharsis,5.94,,1,,3 min,,20805,0,123,239
Selepro-chan! Gekijou,5.94,Comedy,13,Doga Kobo,1 min per ep,10250,18380,0,114,390
Taimanin Shiranui: Inyoku no Dorei Shoufu,5.94,Hentai,1,Teatro Nishi Tokyo Studio,21 min,,9786,14,1458,3793
Rape Gouhouka!!!,5.94,Hentai,2,Office TakeOut,15 min per ep,,7674,25,3138,7258
Innocent: Shoujo Memoria,5.94,Hentai,1,Office No. 8,11 min,,9861,3,1416,3699
Naisho no Wakana-san,5.94,Hentai,1,,18 min,,9263,7,1692,4484
Kagirohi: Shaku Kei,5.94,Hentai,2,PoRO,28 min per ep,,7940,14,2088,6713
Hime Dorei,5.94,Hentai,2,Gunners,28 min per ep,,8894,15,1678,5048
Binetsukko ♭37℃ The Animation,5.94,Hentai,2,Maboroshi Koubou,27 min per ep,,9514,3,1287,4113
Shino-sensei no Yuuwaku Jugyou,5.94,Hentai,1,Front Line,29 min,,9983,8,1220,3544
Chibo,5.94,Hentai,2,Y.O.U.C,27 min per ep,,7175,26,3681,8633
Hong Ling Jin Xia,5.94,Action,1,,4 min,10227,16519,0,240,556
Sex: Prologue,5.94,"Action, Drama",1,MAPPA,1 min,10250,11593,3,248,2195
Koukaku no Pandora: Pandoradio,5.94,"Comedy, Sci-Fi",6,Studio Gokumi,2 min per ep,10235,11974,4,359,1954
Tales of Puppet,5.94,"Comedy, Fantasy",16,DLE,6 min per ep,10258,14293,0,187,989
Huoli Shaonian Wang 3,5.94,,40,,24 min per ep,10227,17362,2,198,468
#Compass,5.94,,10,"TMS Entertainment, Echoes",4 min per ep,10210,15999,1,133,622
Futsuu tte Nandarou?,5.94,Slice of Life,8,,2 min per ep,10220,16885,0,121,515
Kumichou Musume to Sewagakari Picture Drama,5.94,Comedy,7,AQUA ARIS,2 min per ep,10237,11399,3,571,2328
"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",5.94,,1,,30 min,10260,16237,0,129,591
Hello Kitty no Shiawase no Tulip,5.94,,1,,30 min,10224,16389,1,154,570
Kamigami no Ki,5.94,"Comedy, Supernatural",16,Sotsu,2 min per ep,10232,13350,3,309,1276
